YMD_ID,HH_ID,GETOFF_CNT
20211017,20,366
20211017,21,328
20211017,22,290
20211017,23,217
20211018,0,61
20211018,1,4
20211018,5,3
20211018,6,224
20211018,7,859
20211018,8,1158
20211018,9,571
20211018,10,343
20211018,11,377
20211018,12,356
20211018,13,385
20211018,14,376
20211018,15,506
20211018,16,584
20211018,17,668
20211018,18,997
20211018,19,793
20211018,20,470
20211018,21,418
20211018,22,390
20211018,23,308
20211019,0,123
20211019,5,5
20211019,6,188
20211019,7,782
20211019,8,1175
20211019,9,586
20211019,10,380
20211019,11,369
20211019,12,352
20211019,13,400
20211019,14,437
20211019,15,498
20211019,16,679
20211019,17,696
20211019,18,968
20211019,19,706
20211019,20,437
20211019,21,397
20211019,22,449
20211019,23,319
20211020,0,128
20211020,5,1
20211020,6,218
20211020,7,753
20211020,8,1278
20211020,9,633
20211020,10,377
20211020,11,349
20211020,12,397
20211020,13,420
20211020,14,467
20211020,15,502
20211020,16,691
20211020,17,683
20211020,18,1012
20211020,19,844
20211020,20,471
20211020,21,454
20211020,22,454
20211020,23,341
20211021,0,184
20211021,5,3
20211021,6,204
20211021,7,710
20211021,8,1141
20211021,9,619
20211021,10,392
20211021,11,326
20211021,12,383
20211021,13,493
20211021,14,412
20211021,15,520
20211021,16,695
20211021,17,771
20211021,18,1055
20211021,19,743
20211021,20,524
20211021,21,452
20211021,22,509
20211021,23,354
20211022,0,184
20211022,5,1
20211022,6,178
20211022,7,720
20211022,8,1168
20211022,9,605
20211022,10,390
20211022,11,401
20211022,12,449
20211022,13,499
20211022,14,529
20211022,15,733
20211022,16,937
20211022,17,930
20211022,18,1170
20211022,19,1065
20211022,20,576
20211022,21,478
20211022,22,421
20211022,23,340
20211023,0,164
20211023,5,4
20211023,6,111
20211023,7,200
20211023,8,336
20211023,9,393
20211023,10,398
20211023,11,390
20211023,12,468
20211023,13,399
20211023,14,464
20211023,15,426
20211023,16,452
20211023,17,484
20211023,18,480
20211023,19,347
20211023,20,323
20211023,21,335
20211023,22,273
20211023,23,260
20211024,0,137
20211024,1,10
20211024,5,3
20211024,6,52
20211024,7,98
20211024,8,209
20211024,9,244
20211024,10,249
20211024,11,259
20211024,12,298
20211024,13,358
20211024,14,343
20211024,15,368
20211024,16,483
20211024,17,373
20211024,18,425
20211024,19,470
20211024,20,382
20211024,21,408
20211024,22,303
20211024,23,256
20211025,0,90
20211025,1,9
20211025,5,1
20211025,6,281
20211025,7,797
20211025,8,1182
20211025,9,639
20211025,10,382
20211025,11,362
20211025,12,352
20211025,13,407
20211025,14,473
20211025,15,471
20211025,16,617
20211025,17,678
20211025,18,1002
20211025,19,812
20211025,20,511
20211025,21,391
20211025,22,475
20211025,23,291
20211026,0,137
20211026,5,1
20211026,6,196
20211026,7,759
20211026,8,1231
20211026,9,595
20211026,10,353
20211026,11,390
20211026,12,374
20211026,13,446
20211026,14,411
20211026,15,515
20211026,16,719
20211026,17,713
20211026,18,1126
20211026,19,775
20211026,20,541
20211026,21,462
20211026,22,467
20211026,23,329
20211027,0,169
20211027,5,5
20211027,6,213
20211027,7,741
20211027,8,1243
20211027,9,635
20211027,10,396
20211027,11,354
20211027,12,424
20211027,13,425
20211027,14,460
20211027,15,579
20211027,16,657
20211027,17,799
20211027,18,1164
20211027,19,841
20211027,20,531
20211027,21,487
20211027,22,487
20211027,23,343
20211028,0,208
20211028,5,6
20211028,6,196
20211028,7,772
20211028,8,1196
20211028,9,700
20211028,10,416
20211028,11,364
20211028,12,439
20211028,13,452
20211028,14,463
20211028,15,597
20211028,16,667
20211028,17,880
20211028,18,1151
20211028,19,851
20211028,20,547
20211028,21,468
20211028,22,477
20211028,23,359
20211029,0,196
20211029,5,6
20211029,6,223
20211029,7,702
20211029,8,1101
20211029,9,599
20211029,10,410
20211029,11,432
20211029,12,438
20211029,13,431
20211029,14,527
20211029,15,710
20211029,16,879
20211029,17,951
20211029,18,1211
20211029,19,1033
20211029,20,657
20211029,21,511
20211029,22,460
20211029,23,377
20211030,0,207
20211030,5,1
20211030,6,149
20211030,7,238
20211030,8,359
20211030,9,395
20211030,10,460
20211030,11,328
20211030,12,540
20211030,13,462
20211030,14,437
20211030,15,516
20211030,16,510
20211030,17,510
20211030,18,494
20211030,19,304
20211030,20,326
20211030,21,348
20211030,22,351
20211030,23,292
20211031,0,169
20211031,5,0
20211031,6,64
20211031,7,85
20211031,8,170
20211031,9,247
20211031,10,259
20211031,11,297
20211031,12,304
20211031,13,376
20211031,14,386
20211031,15,452
20211031,16,445
20211031,17,464
20211031,18,472
20211031,19,449
20211031,20,419
20211031,21,389
20211031,22,345
20211031,23,267
20211101,0,113
20211101,5,3
20211101,6,252
20211101,7,908
20211101,8,1322
20211101,9,619
20211101,10,367
20211101,11,363
20211101,12,381
20211101,13,389
20211101,14,422
20211101,15,472
20211101,16,701
20211101,17,752
20211101,18,1121
20211101,19,821
20211101,20,495
20211101,21,481
20211101,22,428
20211101,23,305
20211102,0,161
20211102,5,1
20211102,6,242
20211102,7,778
20211102,8,1322
20211102,9,634
20211102,10,352
20211102,11,379
20211102,12,394
20211102,13,403
20211102,14,448
20211102,15,500
20211102,16,657
20211102,17,764
20211102,18,1117
20211102,19,827
20211102,20,517
20211102,21,471
20211102,22,484
20211102,23,345
20211103,0,164
20211103,5,0
20211103,6,223
20211103,7,814
20211103,8,1208
20211103,9,616
20211103,10,399
20211103,11,367
20211103,12,411
20211103,13,399
20211103,14,424
20211103,15,546
20211103,16,743
20211103,17,807
20211103,18,1222
20211103,19,843
20211103,20,496
20211103,21,487
20211103,22,503
20211103,23,358
20211104,0,175
20211104,1,13
20211104,5,3
20211104,6,206
20211104,7,826
20211104,8,1242
20211104,9,621
20211104,10,471
20211104,11,353
20211104,12,425
20211104,13,498
20211104,14,483
20211104,15,591
20211104,16,679
20211104,17,778
20211104,18,1174
20211104,19,855
20211104,20,523
20211104,21,494
20211104,22,460
20211104,23,430
20211105,0,198
20211105,5,1
20211105,6,216
20211105,7,738
20211105,8,1241
20211105,9,673
20211105,10,449
20211105,11,405
20211105,12,477
20211105,13,446
20211105,14,546
20211105,15,663
20211105,16,892
20211105,17,1027
20211105,18,1309
20211105,19,1071
20211105,20,647
20211105,21,507
20211105,22,475
20211105,23,409
20211106,0,198
20211106,1,17
20211106,5,3
20211106,6,126
20211106,7,225
20211106,8,346
20211106,9,421
20211106,10,442
20211106,11,426
20211106,12,414
20211106,13,486
20211106,14,505
20211106,15,535
20211106,16,532
20211106,17,561
20211106,18,552
20211106,19,373
20211106,20,351
20211106,21,367
20211106,22,345
20211106,23,294
20211107,0,179
20211107,5,0
20211107,6,50
20211107,7,100
20211107,8,222
20211107,9,272
20211107,10,233
20211107,11,277
20211107,12,306
20211107,13,335
20211107,14,373
20211107,15,428
20211107,16,442
20211107,17,472
20211107,18,489
20211107,19,457
20211107,20,449
20211107,21,428
20211107,22,303
20211107,23,293
20211108,0,103
20211108,5,3
20211108,6,232
20211108,7,883
20211108,8,1258
20211108,9,646
20211108,10,367
20211108,11,306
20211108,12,382
20211108,13,324
20211108,14,368
20211108,15,476
20211108,16,576
20211108,17,717
20211108,18,1065
20211108,19,737
20211108,20,439
20211108,21,415
20211108,22,370
20211108,23,279
20211109,0,150
20211109,5,2
20211109,6,238
20211109,7,763
20211109,8,1263
20211109,9,670
20211109,10,387
20211109,11,335
20211109,12,401
20211109,13,409
20211109,14,428
20211109,15,498
20211109,16,748
20211109,17,723
20211109,18,1037
20211109,19,794
20211109,20,496
20211109,21,418
20211109,22,471
20211109,23,319
20211110,0,187
20211110,5,2
20211110,6,255
20211110,7,760
20211110,8,1225
20211110,9,639
20211110,10,388
20211110,11,329
20211110,12,404
20211110,13,370
20211110,14,363
20211110,15,564
20211110,16,698
20211110,17,768
20211110,18,1068
20211110,19,886
20211110,20,493
20211110,21,488
20211110,22,456
20211110,23,338
20211111,0,195
20211111,5,2
20211111,6,242
20211111,7,755
20211111,8,1257
20211111,9,618
20211111,10,385
20211111,11,378
20211111,12,418
20211111,13,359
20211111,14,495
20211111,15,588
20211111,16,720
20211111,17,775
20211111,18,1098
20211111,19,921
20211111,20,516
20211111,21,479
20211111,22,542
20211111,23,375
20211112,0,181
20211112,5,2
20211112,6,199
20211112,7,743
20211112,8,1163
20211112,9,673
20211112,10,390
20211112,11,469
20211112,12,476
20211112,13,444
20211112,14,551
20211112,15,660
20211112,16,861
20211112,17,957
20211112,18,1305
20211112,19,1042
20211112,20,620
20211112,21,496
20211112,22,446
20211112,23,402
20211113,0,196
20211113,5,3
20211113,6,137
20211113,7,267
20211113,8,368
20211113,9,414
20211113,10,424
20211113,11,435
20211113,12,429
20211113,13,423
20211113,14,502
20211113,15,483
20211113,16,456
20211113,17,519
20211113,18,494
20211113,19,370
20211113,20,325
20211113,21,332
20211113,22,319
20211113,23,301
20211114,0,181
20211114,5,2
20211114,6,64
20211114,7,93
20211114,8,178
20211114,9,220
20211114,10,272
20211114,11,296
20211114,12,283
20211114,13,286
20211114,14,373
20211114,15,431
20211114,16,407
20211114,17,463
20211114,18,435
20211114,19,473
20211114,20,409
20211114,21,438
20211114,22,280
20211114,23,275
20211115,0,113
20211115,5,0
20211115,6,300
20211115,7,820
20211115,8,1278
20211115,9,704
20211115,10,424
20211115,11,376
20211115,12,440
20211115,13,452
20211115,14,497
20211115,15,494
20211115,16,697
20211115,17,775
20211115,18,1069
20211115,19,817
20211115,20,453
20211115,21,467
20211115,22,415
20211115,23,368
20211116,0,128
20211116,5,1
20211116,6,270
20211116,7,753
20211116,8,1303
20211116,9,639
20211116,10,451
20211116,11,380
20211116,12,422
20211116,13,461
20211116,14,475
20211116,15,602
20211116,16,752
20211116,17,752
20211116,18,1127
20211116,19,798
20211116,20,493
20211116,21,457
20211116,22,460
20211116,23,358
20211117,0,186
20211117,5,3
20211117,6,244
20211117,7,769
20211117,8,1259
20211117,9,717
20211117,10,511
20211117,11,420
20211117,12,456
20211117,13,513
20211117,14,473
20211117,15,569
20211117,16,756
20211117,17,843
20211117,18,1193
20211117,19,839
20211117,20,563
20211117,21,458
20211117,22,495
20211117,23,384
20211118,0,210
20211118,5,7
20211118,6,215
20211118,7,630
20211118,8,995
20211118,9,1088
20211118,10,469
20211118,11,444
20211118,12,456
20211118,13,461
20211118,14,495
20211118,15,577
20211118,16,737
20211118,17,835
20211118,18,1232
20211118,19,847
20211118,20,549
20211118,21,518
20211118,22,486
20211118,23,415
20211119,0,182
20211119,1,22
20211119,5,5
20211119,6,223
20211119,7,708
20211119,8,1196
20211119,9,685
20211119,10,459
20211119,11,420
20211119,12,496
20211119,13,509
20211119,14,660
20211119,15,736
20211119,16,893
20211119,17,1023
20211119,18,1255
20211119,19,1124
20211119,20,699
20211119,21,555
20211119,22,495
20211119,23,462
20211120,0,176
20211120,1,25
20211120,5,2
20211120,6,129
20211120,7,258
20211120,8,362
20211120,9,397
20211120,10,449
20211120,11,464
20211120,12,498
20211120,13,419
20211120,14,507
20211120,15,478
20211120,16,521
20211120,17,559
20211120,18,550
20211120,19,396
20211120,20,356
20211120,21,339
20211120,22,353
20211120,23,305
20211121,0,175
20211121,5,1
20211121,6,69
20211121,7,98
20211121,8,201
20211121,9,249
20211121,10,271
20211121,11,333
20211121,12,303
20211121,13,330
20211121,14,404
20211121,15,466
20211121,16,500
20211121,17,452
20211121,18,449
20211121,19,424
20211121,20,424
20211121,21,449
20211121,22,304
20211121,23,279
20211122,0,127
20211122,5,1
20211122,6,289
20211122,7,852
20211122,8,1261
20211122,9,672
20211122,10,417
20211122,11,376
20211122,12,400
20211122,13,452
20211122,14,440
20211122,15,494
20211122,16,659
20211122,17,738
20211122,18,1032
20211122,19,724
20211122,20,494
20211122,21,441
20211122,22,450
20211122,23,348
20211123,0,159
20211123,5,6
20211123,6,250
20211123,7,739
20211123,8,1366
20211123,9,638
20211123,10,396
20211123,11,373
20211123,12,415
20211123,13,461
20211123,14,483
20211123,15,502
20211123,16,707
20211123,17,775
20211123,18,1063
20211123,19,766
20211123,20,452
20211123,21,458
20211123,22,500
20211123,23,351
20211124,0,98
20211125,0,167
20211125,1,18
20211125,5,5
20211125,6,243
20211125,7,778
20211125,8,1298
20211125,9,685
20211125,10,469
20211125,11,443
20211125,12,457
20211125,13,520
20211125,14,444
20211125,15,561
20211125,16,769
20211125,17,847
20211125,18,1139
20211125,19,862
20211125,20,620
20211125,21,515
20211125,22,527
20211125,23,432
20211126,0,169
20211126,5,5
20211126,6,181
20211126,7,723
20211126,8,1211
20211126,9,650
20211126,10,458
20211126,11,495
20211126,12,463
20211126,13,416
20211126,14,639
20211126,15,694
20211126,16,957
20211126,17,965
20211126,18,1295
20211126,19,1076
20211126,20,662
20211126,21,503
20211126,22,488
20211126,23,380
20211127,0,197
20211127,1,25
20211127,5,3
20211127,6,139
20211127,7,207
20211127,8,344
20211127,9,415
20211127,10,461
20211127,11,425
20211127,12,471
20211127,13,407
20211127,14,491
20211127,15,485
20211127,16,501
20211127,17,507
20211127,18,489
20211127,19,343
20211127,20,357
20211127,21,321
20211127,22,338
20211127,23,326
20211128,0,178
20211128,5,3
20211128,6,51
20211128,7,84
20211128,8,184
20211128,9,254
20211128,10,254
20211128,11,357
20211128,12,280
20211128,13,301
20211128,14,414
20211128,15,398
20211128,16,458
20211128,17,516
20211128,18,446
20211128,19,454
20211128,20,438
20211128,21,434
20211128,22,293
20211128,23,295
20211129,0,116
20211129,5,3
20211129,6,301
20211129,7,835
20211129,8,1321
20211129,9,706
20211129,10,410
20211129,11,395
20211129,12,421
20211129,13,430
20211129,14,504
20211129,15,546
20211129,16,687
20211129,17,763
20211129,18,1032
20211129,19,813
20211129,20,524
20211129,21,447
20211129,22,467
20211129,23,350
20211202,0,161
20211202,5,0
20211202,6,235
20211202,7,708
20211202,8,1243
20211202,9,612
20211202,10,434
20211202,11,351
20211202,12,468
20211202,13,430
20211202,14,458
20211202,15,511
20211202,16,731
20211202,17,778
20211202,18,1076
20211202,19,836
20211202,20,546
20211202,21,467
20211202,22,459
20211202,23,374
20211203,0,165
20211203,1,12
20211203,5,4
20211203,6,184
20211203,7,706
20211203,8,1214
20211203,9,628
20211203,10,387
20211203,11,454
20211203,12,541
20211203,13,529
20211203,14,591
20211203,15,682
20211203,16,862
20211203,17,997
20211203,18,1198
20211203,19,1072
20211203,20,638
20211203,21,427
20211203,22,441
20211203,23,369
20211204,0,190
20211204,5,4
20211204,6,115
20211204,7,165
20211204,8,354
20211204,9,333
20211204,10,450
20211204,11,479
20211204,12,418
20211204,13,373
20211204,14,401
20211204,15,440
20211204,16,468
20211204,17,514
20211204,18,418
20211204,19,299
20211204,20,324
20211204,21,316
20211204,22,310
20211204,23,295
20211205,0,157
20211205,5,1
20211205,6,47
20211205,7,87
20211205,8,196
20211205,9,222
20211205,10,243
20211205,11,252
20211205,12,289
20211205,13,301
20211205,14,353
20211205,15,400
20211205,16,463
20211205,17,521
20211205,18,430
20211205,19,394
20211205,20,412
20211205,21,426
20211205,22,313
20211205,23,249
20211206,0,102
20211206,5,3
20211206,6,266
20211206,7,884
20211206,8,1272
20211206,9,596
20211206,10,395
20211206,11,377
20211206,12,412
20211206,13,426
20211206,14,447
20211206,15,547
20211206,16,649
20211206,17,732
20211206,18,1060
20211206,19,777
20211206,20,442
20211206,21,425
20211206,22,396
20211206,23,298
20211207,0,141
20211207,1,14
20211207,5,2
20211207,6,241
20211207,7,731
20211207,8,1197
20211207,9,641
20211207,10,420
20211207,11,376
20211207,12,425
20211207,13,440
20211207,14,478
20211207,15,601
20211207,16,733
20211207,17,779
20211207,18,1081
20211207,19,831
20211207,20,519
20211207,21,465
20211207,22,500
20211207,23,377
20211208,0,164
20211208,5,2
20211208,6,264
20211208,7,796
20211208,8,1168
20211208,9,594
20211208,10,417
20211208,11,367
20211208,12,464
20211208,13,472
20211208,14,450
20211208,15,550
20211208,16,713
20211208,17,813
20211208,18,1130
20211208,19,823
20211208,20,487
20211208,21,500
20211208,22,505
20211208,23,377
20211209,0,180
20211209,5,8
20211209,6,240
20211209,7,699
20211209,8,1235
20211209,9,706
20211209,10,434
20211209,11,391
20211209,12,422
20211209,13,419
20211209,14,493
20211209,15,558
20211209,16,735
20211209,17,737
20211209,18,1133
20211209,19,765
20211209,20,525
20211209,21,461
20211209,22,503
20211209,23,377
20211210,0,179
20211210,5,1
20211210,6,226
20211210,7,684
20211210,8,1205
20211210,9,645
20211210,10,412
20211210,11,408
20211210,12,422
20211210,13,449
20211210,14,518
20211210,15,674
20211210,16,886
20211210,17,1039
20211210,18,1204
20211210,19,995
20211210,20,666
20211210,21,520
20211210,22,413
20211210,23,367
20211211,0,198
20211211,5,7
20211211,6,128
20211211,7,189
20211211,8,329
20211211,9,353
20211211,10,390
20211211,11,428
20211211,12,410
20211211,13,352
20211211,14,453
20211211,15,500
20211211,16,448
20211211,17,526
20211211,18,542
20211211,19,321
20211211,20,295
20211211,21,341
20211211,22,307
20211211,23,286
20211212,0,141
20211212,1,16
20211212,5,1
20211212,6,55
20211212,7,90
20211212,8,159
20211212,9,202
20211212,10,212
20211212,11,276
20211212,12,256
20211212,13,304
20211212,14,332
20211212,15,370
20211212,16,424
20211212,17,408
20211212,18,428
20211212,19,372
20211212,20,396
20211212,21,416
20211212,22,304
20211212,23,236
20211214,0,148
20211214,5,4
20211214,6,224
20211214,7,751
20211214,8,1288
20211214,9,604
20211214,10,393
20211214,11,394
20211214,12,367
20211214,13,480
20211214,14,535
20211214,15,571
20211214,16,690
20211214,17,767
20211214,18,1028
20211214,19,791
20211214,20,515
20211214,21,434
20211214,22,443
20211214,23,340
20211215,0,153
20211215,1,14
20211215,5,6
20211215,6,219
20211215,7,731
20211215,8,1132
20211215,9,595
20211215,10,432
20211215,11,383
20211215,12,448
20211215,13,464
20211215,14,501
20211215,15,603
20211215,16,718
20211215,17,749
20211215,18,1067
20211215,19,813
20211215,20,453
20211215,21,474
20211215,22,444
20211215,23,362
20211216,0,184
20211216,1,15
20211216,5,2
20211216,6,221
20211216,7,672
20211216,8,1199
20211216,9,607
20211216,10,377
20211216,11,421
20211216,12,463
20211216,13,517
20211216,14,489
20211216,15,574
20211216,16,707
20211216,17,744
20211216,18,1053
20211216,19,814
20211216,20,529
20211216,21,434
20211216,22,485
20211216,23,376
20211217,0,245
20211217,5,11
20211217,6,186
20211217,7,703
20211217,8,1225
20211217,9,612
20211217,10,417
20211217,11,438
20211217,12,522
20211217,13,506
20211217,14,655
20211217,15,729
20211217,16,827
20211217,17,1064
20211217,18,1240
20211217,19,943
20211217,20,661
20211217,21,496
20211217,22,496
20211217,23,364
20211218,0,205
20211218,1,15
20211218,5,3
20211218,6,92
20211218,7,203
20211218,8,303
20211218,9,341
20211218,10,369
20211218,11,409
20211218,12,411
20211218,13,386
20211218,14,380
20211218,15,516
20211218,16,497
20211218,17,458
20211218,18,463
20211218,19,258
20211218,20,296
20211218,21,378
20211218,22,387
20211218,23,261
20211219,0,81
20211219,1,4
20211219,5,1
20211219,6,58
20211219,7,81
20211219,8,200
20211219,9,212
20211219,10,246
20211219,11,307
20211219,12,306
20211219,13,338
20211219,14,387
20211219,15,439
20211219,16,493
20211219,17,468
20211219,18,425
20211219,19,421
20211219,20,391
20211219,21,483
20211219,22,330
20211219,23,220
20211220,0,62
20211220,5,5
20211220,6,251
20211220,7,804
20211220,8,1231
20211220,9,589
20211220,10,393
20211220,11,407
20211220,12,467
20211220,13,384
20211220,14,513
20211220,15,563
20211220,16,655
20211220,17,745
20211220,18,1013
20211220,19,813
20211220,20,467
20211220,21,549
20211220,22,484
20211220,23,233
20211221,0,89
20211221,5,2
20211221,6,209
20211221,7,702
20211221,8,1215
20211221,9,585
20211221,10,434
20211221,11,378
20211221,12,453
20211221,13,493
20211221,14,510
20211221,15,585
20211221,16,734
20211221,17,759
20211221,18,1075
20211221,19,747
20211221,20,487
20211221,21,613
20211221,22,528
20211221,23,291
20211222,0,86
20211222,5,3
20211222,6,234
20211222,7,708
20211222,8,1250
20211222,9,655
20211222,10,474
20211222,11,467
20211222,12,454
20211222,13,482
20211222,14,585
20211222,15,680
20211222,16,720
20211222,17,799
20211222,18,1086
20211222,19,836
20211222,20,530
20211222,21,660
20211222,22,552
20211222,23,243
20211223,0,87
20211223,1,9
20211223,5,9
20211223,6,219
20211223,7,702
20211223,8,1195
20211223,9,618
20211223,10,377
20211223,11,434
20211223,12,441
20211223,13,454
20211223,14,497
20211223,15,631
20211223,16,695
20211223,17,818
20211223,18,1119
20211223,19,837
20211223,20,567
20211223,21,619
20211223,22,573
20211223,23,270
20211224,0,107
20211224,5,7
20211224,6,195
20211224,7,609
20211224,8,1083
20211224,9,622
20211224,10,435
20211224,11,387
20211224,12,467
20211224,13,493
20211224,14,629
20211224,15,733
20211224,16,883
20211224,17,1072
20211224,18,1149
20211224,19,853
20211224,20,532
20211224,21,501
20211224,22,441
20211224,23,225
20211225,0,88
20211225,5,5
20211225,6,64
20211225,7,116
20211225,8,233
20211225,9,282
20211225,10,328
20211225,11,409
20211225,12,437
20211225,13,392
20211225,14,452
20211225,15,486
20211225,16,415
20211225,17,433
20211225,18,387
20211225,19,317
20211225,20,296
20211225,21,393
20211225,22,371
20211225,23,224
20211226,0,83
20211226,5,1
20211226,6,40
20211226,7,62
20211226,8,148
20211226,9,153
20211226,10,219
20211226,11,242
20211226,12,257
20211226,13,315
20211226,14,336
20211226,15,434
20211226,16,451
20211226,17,392
20211226,18,356
20211226,19,412
20211226,20,336
20211226,21,366
20211226,22,322
20211226,23,180
20211227,0,63
20211227,5,0
20211227,6,227
20211227,7,733
20211227,8,1149
20211227,9,514
20211227,10,334
20211227,11,376
20211227,12,397
20211227,13,391
20211227,14,420
20211227,15,487
20211227,16,658
20211227,17,774
20211227,18,1006
20211227,19,701
20211227,20,482
20211227,21,598
20211227,22,485
20211227,23,245
20211228,0,87
20211228,5,6
20211228,6,229
20211228,7,604
20211228,8,1214
20211228,9,582
20211228,10,406
20211228,11,348
20211228,12,419
20211228,13,425
20211228,14,474
20211228,15,489
20211228,16,759
20211228,17,729
20211228,18,1081
20211228,19,680
20211228,20,556
20211228,21,637
20211228,22,596
20211228,23,274
20211229,0,67
20211229,1,6
20211229,5,9
20211229,6,225
20211229,7,637
20211229,8,1121
20211229,9,570
20211229,10,374
20211229,11,347
20211229,12,410
20211229,13,402
20211229,14,509
20211229,15,560
20211229,16,704
20211229,17,764
20211229,18,1121
20211229,19,709
20211229,20,501
20211229,21,678
20211229,22,522
20211229,23,271
20211230,0,85
20211230,5,5
20211230,6,223
20211230,7,627
20211230,8,1114
20211230,9,534
20211230,10,378
20211230,11,396
20211230,12,444
20211230,13,411
20211230,14,504
20211230,15,586
20211230,16,769
20211230,17,847
20211230,18,1194
20211230,19,695
20211230,20,544
20211230,21,634
20211230,22,570
20211230,23,268
20211231,0,88
20211231,5,1
20211231,6,200
20211231,7,520
20211231,8,1092
20211231,9,449
20211231,10,381
20211231,11,411
20211231,12,441
20211231,13,469
20211231,14,716
20211231,15,748
20211231,16,940
20211231,17,942
20211231,18,1099
20211231,19,726
20211231,20,500
20211231,21,445
20211231,22,360
20211231,23,201
20220101,0,70
20220101,5,2
20220101,6,55
20220101,7,80
20220101,8,134
20220101,9,173
20220101,10,245
20220101,11,263
20220101,12,256
20220101,13,261
20220101,14,323
20220101,15,314
20220101,16,342
20220101,17,297
20220101,18,315
20220101,19,226
20220101,20,212
20220101,21,339
20220101,22,232
20220101,23,132
20220102,0,63
20220102,5,1
20220102,6,35
20220102,7,69
20220102,8,129
20220102,9,175
20220102,10,177
20220102,11,219
20220102,12,246
20220102,13,315
20220102,14,398
20220102,15,432
20220102,16,426
20220102,17,443
20220102,18,467
20220102,19,417
20220102,20,359
20220102,21,468
20220102,22,331
20220102,23,216
20220103,0,70
20220103,5,3
20220103,6,231
20220103,7,876
20220103,8,1207
20220103,9,521
20220103,10,318
20220103,11,316
20220103,12,308
20220103,13,334
20220103,14,421
20220103,15,429
20220103,16,570
20220103,17,616
20220103,18,1009
20220103,19,763
20220103,20,435
20220103,21,519
20220103,22,437
20220103,23,206
20220104,0,47
20220104,5,3
20220104,6,208
20220104,7,696
20220104,8,1123
20220104,9,508
20220104,10,362
20220104,11,305
20220104,12,336
20220104,13,456
20220104,14,480
20220104,15,441
20220104,16,624
20220104,17,677
20220104,18,1008
20220104,19,706
20220104,20,465
20220104,21,643
20220104,22,487
20220104,23,219
20220105,0,75
20220105,5,5
20220105,6,222
20220105,7,666
